193,49
355,161
403,346
349,93
447,261
343,279
368,220
256,123
342,74
380,170
203,128
375,256
238,142
294,197
222,116
414,166
406,306
405,190
316,89
261,46
392,161
156,144
239,244
341,205
382,274
343,307
331,207
289,256
376,316
355,109
317,183
164,74
402,222
301,206
352,196
335,298
324,61
273,256
208,216
442,205
330,25
286,120
153,98
412,306
250,119
429,317
295,78
211,21
301,247
198,131
307,130
373,276
406,204
226,108
329,141
357,53
359,94
333,338
346,287
359,320
364,38
356,171
362,338
205,84
253,142
269,127
218,98
311,247
200,48
271,137
240,216
341,263
358,335
431,212
297,298
162,113
283,84
219,91
289,76
299,206
398,295
263,141
441,232
224,60
323,38
233,96
278,195
453,156
228,125
317,290
245,66
197,74
425,252
230,150
220,64
413,231
272,168
375,173
163,65
394,270
421,182
193,25
429,272
304,193
312,182
280,219
189,39
363,106
201,49
349,48
245,181
234,200
395,308
400,257
342,227
253,201
377,249
221,222
420,255
318,112
153,29
260,106
261,214
402,216
293,42
168,160
301,242
306,175
386,309
282,230
194,78
366,212
399,277
319,306
220,144
415,239
424,218
252,89
287,68
416,247
407,196
444,171
192,67
445,251
153,135
335,47
331,283
246,28
288,298
432,201
155,80
446,252
180,185
264,180
373,341
215,80
287,267
359,168
1547,118
1226,209
1724,89
1499,137
1677,176
1516,193
1430,199
1046,69
1543,189
1017,123
1100,44
1064,100
1492,131
1242,177
1252,126
1633,135
1277,127
1370,221
1205,175
1140,114
1152,107
1281,122
1599,226
1153,50
1376,250
1658,95
1297,179
1248,225
1108,67
1735,124
1255,206
1127,228
1025,240
1287,182
1499,187
1582,158
1557,239
1502,245
1032,226
1095,182
1268,175
1073,150
1103,179
1728,79
1090,227
1519,224
1032,209
1437,151
1537,212
1102,242
1099,124
1642,116
1171,47
1145,114
1510,198
1569,182
1535,154
1164,130
1288,230
1619,165
1409,241
1578,232
1193,47
1550,118
1765,81
1306,180
1324,251
1585,169
1128,103
1636,102
1462,182
1725,87
1510,136
1204,59
1601,154
1531,162
1353,202
1179,135
1176,241
1197,127
1118,21
1215,110
1201,253
1280,94
1590,227
1151,250
1113,109
1569,179
1246,171
1235,164
1519,237
1137,137
1202,190
1090,171
1091,25
1104,191
1684,156
1441,157
1070,73
1303,183
1731,105
1245,126
1622,143
1199,180
1067,166
1685,144
1130,236
1329,130
1380,243
1520,149
1020,115
1505,166
1476,137
1520,238
1206,219
1226,208
1157,76
1638,119
1766,69
1057,93
1524,129
1222,109
1550,233
1128,43
1293,181
1206,241
1421,194
1034,189
1139,240
1083,46
1420,204
1141,149
1067,177
1109,78
1602,119
1616,217
1205,253
1482,213
1228,243
1571,237
1135,33
1135,86
1318,117
1281,136
1110,245
1282,109
1032,155
1045,43
1742,112
1195,57
1046,220
1558,230
1413,158
1147,67
1331,241
1688,120
1516,208
1226,59
1540,238
1435,226
1232,175
1663,91
1396,161
1523,155
1150,249
1331,236
1661,187
1133,233
1739,70
1447,231
1670,105
1610,132
1113,53
1414,209
1151,76
1219,119
1237,68
1023,142
1099,109
1705,137
1331,224
1249,244
1187,178
1519,252
1207,82
1474,218
1187,218
1413,214
1642,172
1499,178
1135,249
1023,182
1074,35
1058,193
1021,195
1321,218
1363,173
1031,141
1373,221
1105,218
1422,189
1312,150
1074,215
1252,77
1593,216
1190,122
1185,157
1564,219
1626,177
1085,109
1209,65
1421,182
1718,91
1216,249
1190,244
1564,140
1760,58
1181,235
1046,190
1654,171
1368,233
1334,204
1376,191
1170,170
1295,133
1038,158
1385,233
1433,246
1359,150
1122,66
1019,236
1574,123
1166,233
1082,108
1210,82
1292,210
1169,226
1084,244
1629,205
1089,114
1302,241
1030,30
1284,93
1580,129
1332,224
1457,205
1078,36
1108,203
1151,200
1651,192
1072,36
1169,105
1217,182
1633,96
1364,144
1548,242
1547,171
1222,168
1151,245
1107,246
1026,73
1530,162
1774,94
1044,204
1267,110
1377,150
1681,104
1192,84
1073,59
1052,152
1426,230
1038,108
1060,204
1533,215
1246,222
1193,166
1364,154
1114,88
1774,108
1545,131
1350,165
1077,32
1231,91
1071,187
1787,96
1772,101
1085,174
1126,161
1208,195
1513,147
1384,174
1123,94
1549,238
1387,246
1231,222
1508,234
1073,216
1237,138
1326,233
1050,156
1027,133
1662,76
1037,174
1120,64
1038,223
1357,128
1083,67
1077,106
1444,188
1133,244
1026,154
1107,121
1526,233
1361,152
1433,186
1111,35
1470,210
1310,230
1624,206
1353,246
1674,71
1063,252
1083,65
1127,174
1357,254
1125,254
1383,226
1108,105
1202,253
1056,126
1209,85
1642,115
1047,26
1729,85
1301,212
1245,227
1223,64
1090,232
1157,29
1363,198
1386,242
1172,31
1134,100
1612,174
1304,191
1550,171
1134,124
1129,163
1563,174
1139,27
1468,183
1473,200
1108,250
1750,92
1058,134
1613,103
1066,93
1046,84
1230,162
1292,167
918,235
914,148
820,126
920,33
749,67
874,171
863,101
742,156
831,244
826,185
929,78
903,183
1011,94
789,89
777,73
924,167
876,147
976,194
836,233
992,65
770,115
943,23
891,38
817,240
938,68
759,86
857,141
748,52
938,189
901,140
924,79
881,165
855,244
821,46
783,73
778,41
995,54
1015,172
856,213
932,130
573,180
605,76
440,49
506,79
495,208
498,124
551,22
407,108
671,155
749,194
662,95
603,220
704,185
420,43
536,182
422,60
694,31
720,56
651,168
635,197
739,111
597,153
651,193
656,224
616,228
501,90
685,119
400,81
487,189
1102,383
1319,372
1153,288
1052,382
1421,326
1338,319
1257,383
1063,290
1067,332
1111,259
1249,352
