1186,341
1175,274
1138,379
1157,330
1312,291
1328,278
1080,300
1251,376
1017,358
1154,377
1253,290
1030,330
1158,297
1304,390
1027,348
1030,345
1494,283
1355,373
1098,364
1398,355
1281,293
1026,365
1031,340
1120,302
1392,442
1399,350
1171,350
1199,260
1479,283
1037,279
1426,305
1347,299
1191,377
1132,376
1326,289
1175,364
1160,389
1450,312
1264,349
1074,363
1137,321
1274,270
1320,343
1311,257
1358,326
1376,282
1188,264
1267,318
1351,378
1160,374
1340,308
1226,326
1213,311
1346,388
1411,404
1349,263
1397,354
1020,372
1063,279
1357,355
1366,259
1153,313
1323,296
1405,369
1165,369
1171,371
1435,284
1074,283
1387,392
1220,351
1138,267
1384,421
1303,263
1451,259
1159,353
1230,261
1224,388
1302,365
1298,292
1398,383
1247,299
1493,272
1049,367
1272,308
1432,265
1242,362
1373,277
1244,353
1401,444
1354,321
1274,344
1347,310
1322,338
1329,299
1337,338
1032,377
1080,260
1336,350
1070,257
1372,313
1114,317
1216,334
1057,358
1089,338
1281,386
1225,389
1110,264
1226,305
1254,266
1395,427
1215,376
1217,357
1138,306
1070,374
1450,300
1100,271
1333,372
1164,369
1124,315
1361,341
1135,291
1105,312
1083,333
1274,375
1330,302
1147,282
1078,385
1404,300
1325,362
1310,315
1164,383
1416,326
1272,339
1317,339
853,333
802,260
567,280
930,346
817,263
456,338
652,308
780,269
917,390
623,260
909,280
692,351
1000,350
856,316
898,329
832,398
959,400
765,380
956,383
935,286
477,253
705,349
934,296
943,414
952,417
651,295
687,290
799,344
937,371
491,295
924,322
1007,332
540,343
831,253
998,341
701,351
898,341
950,337
631,314
890,280
737,293
827,282
592,267
957,313
807,328
861,277
776,302
951,362
603,285
537,294
479,317
647,289
614,314
931,412
691,349
956,406
577,336
946,431
468,262
722,286
986,330
769,310
685,286
892,399
920,435
882,285
836,378
991,334
617,282
897,394
754,314
593,310
921,316
792,354
533,324
588,261
820,277
994,383
986,260
828,328
468,254
903,373
683,280
464,293
518,259
831,403
607,254
753,363
735,369
828,294
852,317
909,252
1012,305
785,361
967,319
725,298
793,282
826,377
926,332
470,344
